ID,Date,Team,Contact Type,Maven URL,Conversation ID,Sentiment,Interaction Count,User Request Summary,Agent Response Summary,Resolution Status,Transcript,Intent,Failure Mode,Escalation Trigger,Confidence,AI Notes,QA Status,⚠️ Value Check
30.0,2026-06-08 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/f944e538-8097-4349-969e-515b78bb0376,f944e538-8097-4349-969e-515b78bb0376,NEUTRAL,15.0,The customer requested to reactivate their account but was unsure why it was deactivated.,"The agent requested the customer's email and the reason for account deactivation multiple times. After the customer expressed uncertainty, the agent escalated the issue to a live support agent for further assistance.",Escalated,"User: Hey
User: Account reactivated
User: Lawnworkshop@myyahoo.com
User: I'm not sure
User: I’m not sure why
User: Can you connect me with a live person
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 1ad04801-ce15-4435-87de-701fa299fd31
User: Okay, thanks
User: Hey
User: Hello
User: Hi there! Welcome to Thumbtack Pro Support. My name is Riza.

[...middle omitted...]
User: Could you please provide your full name so I can pull up your account?
User: I don't mean to rush you in any way, just wanted to check if we're still connected?
User: Perhaps you might be busy at the moment, but that's totally okay! Please don't hesitate to circle back if you still need help. You may also receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated! 

Again, thanks for contacting Thumbtack Support. Have a good one and stay safe!","reactivate account, unsure why deactivated",missing_authority,explicit_human_request,high,Reactivation requires manual human review Maven cannot complete.,,OK
31.0,2026-05-25 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/98080e7f-d500-4492-b162-7bdf4c6a5334,98080e7f-d500-4492-b162-7bdf4c6a5334,NEUTRAL,14.0,Customer requested help with an account issue related to a pro account setup and login problems.,"Agent provided information about phone support availability, confirmed account details, and escalated the issue to a support agent due to inability to verify account status.",Escalated,"User: I need help
User: Can I have somebody call me?
User: The phone won't work. It keeps saying they are in training
User: Oh okay. So I'm trying to help my husband on his app that he created the pro account almost a week ago; I went to try to log in and now it's saying to go in and do the same thing we did to set it up. Can you check to see my account
User: Yes all this was set up a week ago!
[...middle omitted...]
User: Thumbtack Specialists are currently unavailable due to system maintenance to help us serve you better. We will be back online shortly. We apologize for the inconvenience. In the meantime, please visit help.thumbtack.com for assistance.
User: I have the email when it was set up! It was set up Thursday!
User: Thumbtack Specialists are currently unavailable due to system maintenance to help us serve you better. We will be back online shortly. We apologize for the inconvenience. In the meantime, please visit help.thumbtack.com for assistance.",recover access to husband's pro account,missing_tool,process_required,medium,Account verification and login recovery require human review; maintenance also blocked handoff.,,OK
32.0,2026-05-29 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/fab5183c-2b70-4205-b115-02a255caf9ea,fab5183c-2b70-4205-b115-02a255caf9ea,NEUTRAL,16.0,User inquired about a charge on their account and expressed frustration about not being able to see leads due to insufficient funds on their card. They requested to talk to someone for further assistance.,"Agent explained the auto-pay system for leads, provided steps for requesting a refund, and guided the user on adjusting targeting preferences. After the user requested to speak with someone, they were connected to a support agent for further assistance.",Escalated,"User: Thum
User: Why  charged me
User: Why would i before even get the lead on my card file
User: Is it possible to get a refund?
User: Yes I would like adjust
User: I did and it's saying I don't have money on card I can't see leads and people can't see me in their page
User: That's not fair
User: I need to talk to someone
User: Deteunitysolutions@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

[...middle omitted...]
User: I don't mean to rush you in any way as you may be typing or may not have noticed we replied to your message, but please let me know if you still need help? I'm here.
User: Since I haven’t heard back, I’ll go ahead and close this chat for now. If you need anything else, feel free to reach out again anytime. You may receive a short email or text survey about today’s chat. We’d really appreciate your feedback. Thanks for contacting Thumbtack!",understand lead charge and restore access,knowledge_gap,explicit_human_request,medium,Maven's autopay/refund explanation didn't resolve the access and fairness concerns.,,OK
33.0,2026-05-21 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/71fbd6a6-9d29-4e29-9e82-95426c6df01e,71fbd6a6-9d29-4e29-9e82-95426c6df01e,NEGATIVE,30.0,The user reported unwanted charges for leads not aligned with their job preferences and sought assistance in disputing these charges.,"The agent explained that charges are applied for leads matching user preferences, even if declined. They provided guidance on adjusting preferences and disputing charges. The user was connected to another support agent for further assistance with the dispute. The agent confirmed the user could decline leads to avoid charges and suggested requesting a refund through the app. They also provided tips to prevent future mismatches and congratulated the user on being a Top Pro.",Escalated,"User: Good morning, I have several charges on my account for jobs that I haven't accepted because they're not within my preferences. I don't know why I'm being sent these types of jobs if I haven't added them to my list of jobs. I won't pay for these leads. Moving and heavy lifting (paused) lights installation [I don't do this job]
User: These are the only jobs I accept.
User: I don't want to pay for this
User: Skubyoficial@gmail.com
[...middle omitted...]
ggest responding to your reviews. Doing so shows that you appreciate your customers and their feedback. This can lead to repeat business and referrals. Our help center has some great tips for responding to reviews: https://help.thumbtack.com/article/respond-to-reviews
User: Lastly, you may receive a short email survey about our interaction today. Your feedback would be greatly appreciated! If you run into anything else, our help center at help.thumbtack.com is also available. 

Thank you again for contacting Thumbtack Support! Have a good one 😊",dispute charges for off-preference leads,knowledge_gap,evidence_ignored,medium,Maven couldn't reverse charges for mismatched leads; dispute needs human review.,,OK
34.0,2026-06-09 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/51a2d30f-6df0-4d3a-b6a2-835424908aea,51a2d30f-6df0-4d3a-b6a2-835424908aea,NEGATIVE,29.0,The user requested to be connected with a live agent due to issues with instant deposits and missing earnings.,"The agent provided information about the delay in deposits and requested the user's email to connect them with a live agent. After confirming the user's details, the live agent addressed the issue of missing earnings and explained the processing time for deposits. The user expressed concerns about instant deposits and the agent reassured them about the process.",Escalated,"User: Can you put me in contact with a live agent? I can't instant deposit
User: Earnings haven't deposited in any way
User: No. I did all that already
User: It's been past 4 days also
User: Aaalvarezerick@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 384eeb89-6fb8-4ba3-a7ee-3676b698cfdf
[...middle omitted...]

https://help.thumbtack.com/article/insights
User: Perhaps you might be busy at the moment, but that's totally okay! In the meantime, you may receive a short email (or text) survey about our chat today. We'd love to hear your feedback! You may also visit our Help Center for more information: https://help.thumbtack.com

Thanks for contacting Thumbtack Support. Have a good one and stay safe!",resolve missing earnings and instant deposit,process_gap,explicit_human_request,medium,Missing-earnings investigation requires human payments review Maven cannot perform.,,OK
35.0,2026-05-19 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/0ac0aa4a-9689-47b0-b9e7-9ee3aad74667,0ac0aa4a-9689-47b0-b9e7-9ee3aad74667,NEUTRAL,15.0,The customer inquired about fixing an issue related to account deactivation and requested reactivation of their account.,"The agent requested clarification on the issue, confirmed the customer's email, and attempted to process a reactivation request. After failing to do so, the agent escalated the issue to another support agent. The customer was informed that their account is reactivated, but the deactivation loop issue is still under investigation by a specialized team.",Escalated,"User: When they will fix
User: We was just talking
User: That it's happening, deactivating the account and I want to reactivate the account
User: Vasyl 
Vasylmuzyka3@gmail.com

*****************
User: It's correct
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: fe6f68fa-2a32-4fd9-bc0a-770836cb6ce4
User: Hello, Vasyl. Glad to hear back from you. How can I help?
[...middle omitted...]
User: Well, yeah, you Kendzi nose you guys said same thing yesterday
User: I completely understand your frustration, and I truly respect your perspective. However, as we’ve already provided the answer to your concern till we hear back from our specialized team, we need to bring this chat to a close so we can assist other pros and customers waiting in line. If you don't have any new questions today, thank you for reaching out to Thumbtack support, and I hope you have a good rest of your day.",fix recurring deactivation loop,missing_tool,process_required,high,The deactivation-loop bug needs human/engineering investigation Maven cannot diagnose or fix.,,OK
36.0,2026-06-08 00:00:00,Commercial Ops,homeowner,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/3f257bcb-240e-43c3-8af4-50abf80901da,3f257bcb-240e-43c3-8af4-50abf80901da,NEUTRAL,29.0,The customer reported receiving spam calls from Thumbtack pros despite having no ongoing projects and requested to connect with a human for assistance.,"The agent clarified the type of calls the customer was receiving and provided information on managing them. After the customer requested to connect with a human, the agent escalated the issue to a support agent who took over the conversation. The support agent acknowledged the customer's concerns and gathered necessary information to investigate the spam calls further.",Escalated,"User: No, I am still receiving the calls
User: Thumbtack Pros missed calls
User: I complained about it on Friday. I don't have an ongoing communication
User: Connect me to someone
User: Spam calls from Thumbtack Pro numbers
User: topek.daniel@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: c6e54921-9a10-4d4d-8f9a-5bffd6e8d0a8
[...middle omitted...]
User: Perhaps you might be busy at this time. Please do not hesitate to contact us here at Thumbtack Support for additional assistance, and we will always be happy to help. You can also check out our help center for added information: https://help.thumbtack.com/

Please know that you may receive a survey about our conversation today. We'd love to hear your feedback about how I was able to assist you today.

Once again, this is Angela, and we enjoy doing business with you here at Thumbtack. Have a great rest of your day, and be safe always!",stop spam calls from Thumbtack pros,missing_tool,repeated_unanswered,medium,Stopping recurring spam calls requires human investigation; Maven lacks the action.,,OK
37.0,2026-05-11 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/a23ee16c-4b50-4a2d-9394-445a02244c20,a23ee16c-4b50-4a2d-9394-445a02244c20,MIXED,29.0,"The customer requested updates on multiple pending refund requests, provided evidence for their validity, and asked for a manual review and escalation of the cases due to delays.","The agent provided steps for requesting refunds, acknowledged the customer's concerns about pending requests, and escalated the issue to the support team. The agent suggested emailing refund disputes for further assistance and confirmed that the support team would review the requests once available.",Escalated,"User: “Hi, I wanted to follow up regarding multiple leads that I still haven’t received refunds for.
I have clear proof and documentation showing these leads qualify for refunds based on the situations and information provided.

I’d really appreciate it if you could review them and process the refunds as soon as possible. Please let me know the best way to send over all supporting evidence if needed.

Thank you.”
[...middle omitted...]
User: Yes, and I would also appreciate if you could personally document/escalate this from your side internally as well, so there’s a clear record that I’ve been trying to resolve these refund issues for a long time already. Thank you.
User: Sure. Therefore, if you still have a pending issue on hand, you may want to visit our Help Center page at https://help.thumbtack.com/

You might also get an email or text about this conversation. I'd appreciate any feedback you can provide. Thank you again for contacting Thumbtack. You have a good one.",escalate multiple pending lead refunds,missing_authority,evidence_ignored,high,"Maven cannot process or expedite pending refund cases, only redirect to human disputes team.",,OK
38.0,2026-05-20 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/d367acfa-55f1-488b-a5cd-0a2323fe070f,d367acfa-55f1-488b-a5cd-0a2323fe070f,NEUTRAL,19.0,The customer reported issues with performing a background check and provided their email for escalation.,"The agent provided instructions for starting a background check, requested more details about the error, escalated the issue to a support team, and later provided a link for the background check. The agent also confirmed the customer's details and explained the next steps regarding the results.",Escalated,"User: I still am not able to perform the background check
User: I tried. No success. I get messages saying something went wrong
User: Spellsmech3.gs@gmail.com
User: I still am not able to perform the background check
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 4e79f62e-0b68-4ed1-b43c-3d3703ab322f
User: I've tried cell phone, laptop and PC, on multiple browser
[...middle omitted...]
User: What do I do with the results?
User: You will receive an email from us regarding your background check and your account hold.
User: Looks like you’re currently unavailable. Just checking to see if we are still connected?
User: Since I haven't received a response, I will be ending this session to assist other clients. 

If you have any other questions, visit our help center https://help.thumbtack.com/

Again, this is Faye. Have a good one!",complete failing background check,knowledge_gap,process_required,high,Maven lacked the working background-check link/flow that the human agent provided.,,OK
39.0,2026-05-19 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/642e8687-bdf9-472f-aeb2-ff09939e6a15,642e8687-bdf9-472f-aeb2-ff09939e6a15,POSITIVE,7.0,The user inquired about their locked account and needed to respond to a cleaning service.,The agent confirmed the user's email and attempted to resolve the account lock issue but ultimately escalated the case to a support agent for further assistance.,Escalated,"User: Hi there, could you let me know why my account is locked? I need to respond to Diamond Klean. I plan to hire them for a cleaning job. Google account I use to sign in is timtheporsche@gmail.com. Thank you
User: Yes it is timtheporsche@gmail.com
User: Thank you
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 8c10d548-c462-497f-b5cb-1543ddd9c474
[...middle omitted...]

You can contact us via the following channels:

Phone support is available by calling ************
Text support is available by texting ************
Chat support is available when you login to your Thumbtack account

All channels are open from 6am to 6pm MDT Mondays to Fridays except holidays.

For helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/. 

Thank you again for contacting Thumbtack. Have a great day ahead and stay safe!",unlock account to respond to pro,missing_authority,process_required,high,Account-lock review and unlock require human handling Maven cannot perform.,,OK
40.0,2026-05-12 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/fc13b449-2377-4c79-b107-50330e7542ed,fc13b449-2377-4c79-b107-50330e7542ed,MIXED,28.0,"The customer requested assistance with an incorrect response time displayed on their profile, believing it was counting unresponsive leads.","The agent explained how response time is calculated and suggested checking preferences. After the customer provided their email, the issue was escalated to another support agent. The second agent verified the account details, requested a screenshot, and submitted a bug report regarding the response time discrepancy. The customer was informed that the technical team would investigate and contact them via email.",Escalated,"User: Hello,
On my profile, it says that I respond in about two hours. I have always responded within under a minute. Can somebody look into this for me and let me know where the error has occurred.
User: My profile is Preferred Choice Pest Control.

[...middle omitted...]
I suggest regularly checking your insights to monitor how many customers are viewing your profile compared to how many are actually reaching out. By keeping a close eye on these metrics, you can identify specific trends and adjust your approach or services in real-time to better match what your local market is looking for, ultimately ensuring your hard work translates into more bookings.

And lastly, I just have a small favor—you might get a short SMS survey about today’s chat. We’d really love your feedback! Thank you, and have an amazing day!",fix incorrect response-time on profile,missing_tool,process_required,high,Correcting a response-time calculation bug requires engineering review Maven cannot trigger.,,OK
41.0,2026-06-08 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/c2569686-f665-448a-9c14-9e879b796976,c2569686-f665-448a-9c14-9e879b796976,NEUTRAL,13.0,The customer had questions about leads and expressed concerns regarding not receiving refunds for leads where customers did not respond.,"The agent provided information about leads and refund policies, then escalated the issue to a human support agent after the customer expressed concerns about not receiving refunds. The human agent acknowledged the issue and requested further details from the customer.",Escalated,"User: Hello I have questions
User: Agent
User: Leads
User: Agent
User: With the new policy foread refund if customer doesn't reply in 72 hours. I haven't received refunds and it says the customer responded to me but it didnt
User: Agent
User: turfscrubbers@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 71238fb6-051a-4854-9924-ea38e462eafe
[...middle omitted...]
User: Hi, I just want to know if we are still connected.
User: I understand you might be busy right now, and while I’d like to continue our chat, I need to make sure I’m available for other pros waiting in the queue.
I’m going to close this session for now, but please don’t hesitate to reach back out if you have more questions—we’ll be here to help as quickly as possible. You can also find answers anytime at help.thumbtack.com. Thank you for choosing Thumbtack, and take care!",refund for non-responsive-customer leads,knowledge_gap,evidence_ignored,medium,Maven couldn't verify the disputed response data or override the refund denial.,,OK
42.0,2026-05-12 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/c88982c8-af4c-4333-8dd1-16973a3a740b,c88982c8-af4c-4333-8dd1-16973a3a740b,NEUTRAL,24.0,The user requested help with setting up their account and resolving a background check error.,"The agent provided steps to set up the account and troubleshoot the background check issue. After confirming the user's email, the agent escalated the issue to another support agent. The second agent offered assistance and provided a link for the background check. When the user faced further issues, the agent advised contacting Checkr directly for support.",Escalated,"User: I need help setting up my account it's not letting me do my background check i did both methods both times but it just says error every time
User: it's still saying server error
User: brysonwhitehead6@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: f07ba6de-6239-4b75-b79b-8bff58cfa35b
[...middle omitted...]

https://help.thumbtack.com/article/improve-my-profile
User: i didn't have any more questions it was just about the back ground check
User: Thank you, Bryson!
User: You may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated!
User: You may also visit our Help Center for more information: https://help.thumbtack.com. Thanks for being part of the Thumbtack family. Again, this is Faye - always rooting for your success - have a great day!",resolve background check server error,knowledge_gap,process_required,high,Persistent Checkr server error required human guidance and third-party referral Maven lacked.,,OK
43.0,2026-05-14 00:00:00,Commercial Ops,homeowner,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/4ebb7b91-aea2-4857-9cf9-d23def2a4c54,4ebb7b91-aea2-4857-9cf9-d23def2a4c54,NEUTRAL,24.0,User requested to cancel their Thumbtack service and deactivate their account. They provided details about the account owner and expressed difficulty in accessing the account due to lack of information.,Agent connected the user to a support team for account deactivation. The support team informed the user that only the account owner can authorize the account closure due to security protocols. The agent provided a link for self-help options and thanked the user for their time.,Escalated,"User: I need to know how to cancel your thumb Tack service
User: Deactivate the account entirely
User: Who can I talk to about canceling this?
User: Ryan@victorybuilders.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 5a15bf77-9181-4d4e-a801-38eeb0012e08
User: Okay, I’ll wait
User: Hello, there! You are now connected to the Thumbtack Support team. Thank you for reaching out! My name is Chris.

[...middle omitted...]
you as well for allowing me to help you today. If there's nothing else, I'll go ahead and close our conversation now. Please don't hesitate to circle back if you have any other questions. We're always here to help you. 😊

For helpful resources and self-help options, you may consider visiting this link https://help.thumbtack.com/. 

Thank you again for contacting Thumbtack today. By the way, you may receive a short email (or text) survey about our chat/call today. Your feedback would be greatly appreciated!

Have a great day ahead and stay safe!",deactivate account not owned by caller,process_gap,policy_required,high,"Account closure requires owner identity verification, a human security protocol Maven cannot bypass.",,OK
44.0,2026-05-12 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/1817e219-f1a8-4e33-bc99-8a768c266c88,1817e219-f1a8-4e33-bc99-8a768c266c88,NEUTRAL,29.0,The user reported being billed after deactivating their account and requested help with the billing issue.,The agent confirmed the account was deactivated and checked for charges. They escalated the issue to a support agent for further assistance with billing.,Escalated,"User: Hello
User: I deactivated my account and I'm still getting billed
User: anajuliada2005@icloud.com
User: Yes
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 6f11f450-ab71-4b18-b02f-66954d5eb302
User: I didn't purchase nothing
[...middle omitted...]
User: Ok thanks
User: You are most welcome and we really appreciate your time and patience on this. In the meantime, is there anything else that I can help?
User: No that's it
User: Great! I am really glad I am able to assist you today! Before we wrap up, you may receive a short email or text survey about our chat today. Your feed back would be greatly appreciated of how I was able to help you today! I would really appreciate it! Thank you for partnering with us here at Thumbtack! Have a great day ahead!",stop billing after account deactivation,process_gap,process_required,medium,Billing reversal after deactivation requires human review Maven cannot perform.,,OK
45.0,2026-05-25 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/936462aa-8680-46be-a21f-92306d79773d,936462aa-8680-46be-a21f-92306d79773d,MIXED,6.0,"The user requested help with reconnection to the Thumbtack Pro app and issues with incorrect charges and a negative balance, wanting to speak with someone for clarification before providing payment information.",The agent escalated the user's issue to a support agent and informed the user about the unavailability of Thumbtack Specialists due to system maintenance. The user was advised to visit the help site for assistance.,Escalated,"User: Hello my name is Dejour with hands on property solutions. I’ve been having trouble getting reconnected to the Thumbtac Pro app. It seems that I have been being charged incorrectly and now I have a negative balance. I need to speak with someone to have it all explained before I attach my payment info. I’d like to have this resolved as soon as possible
User: Dcockeran@icloud.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

[...middle omitted...]
User: Thumbtack Specialists are currently unavailable due to system maintenance to help us serve you better. We will be back online shortly. We apologize for the inconvenience. In the meantime, please visit help.thumbtack.com for assistance.
User: When should I reach back out to connect with a specialist?
User: Thumbtack Specialists are currently unavailable due to system maintenance to help us serve you better. We will be back online shortly. We apologize for the inconvenience. In the meantime, please visit help.thumbtack.com for assistance.",explain incorrect charges and negative balance,knowledge_gap,explicit_human_request,medium,Account-specific charge explanation needs human review; maintenance blocked the handoff.,,OK
46.0,2026-06-05 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/a5c49a76-1e9c-41dc-8a27-bed03bfce0d4,a5c49a76-1e9c-41dc-8a27-bed03bfce0d4,NEUTRAL,11.0,"The user inquired about their account being on hold, needed help with payment issues, and ultimately could not pay due to app restrictions.","The agent checked the user's account hold status and provided steps to resolve a payment failure. After the user reported issues with the app preventing payment, the agent escalated the issue to a human support agent.",Escalated,"User: Hello
User: My account on hold ?!
User: No email
User: Need help
User: Payment failed
User: Clear my account hold
User: I can't pay because app not allowing me to
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 297cfa2a-59f8-4190-8eab-65f37a644982
User: Hi! This is Faye with Thumbtack Support. Thank you for choosing Thumbtack! To get started, could you please provide your name?
User: Looks like you’re currently unavailable. Just checking to see if we are still connected?
User: Since I haven't received a response, I will be ending this session to assist other clients. 

If you have any other questions, visit our help center https://help.thumbtack.com/

Again, this is Faye. Have a good one!",clear account hold blocking payment,missing_tool,process_required,medium,Clearing the hold and fixing the payment block require human account action Maven lacks.,,OK
47.0,2026-05-11 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/3f870b44-35f6-4f3c-908b-b95cfd2f40b9,3f870b44-35f6-4f3c-908b-b95cfd2f40b9,NEUTRAL,22.0,The user requested help with a promotion that was not working.,"The agent provided assistance regarding a promotion issue, asked for details, and ultimately escalated the case to a support agent for further help.",Escalated,"User: Hello
User: Agent
User: Free promotion
User: Agent
User: Promotion not working
User: It's not working
User: Extramovinghelp@yahoo.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 85b3cc63-f238-46bb-afb0-6bcb60d6adde
User: Hello, there! Thank you for reaching out! My name is Carlo from Thumbtack Support team. I will be more than glad to help you today.
[...middle omitted...]
moment, and that's perfectly fine! Please feel free to reach out whenever it's convenient for you. I hope you understand that we would need to disconnect the chat in order for us to attend to other pros waiting in the queue.You may also visit our Help Center for more information: https://help.thumbtack.com

Additionally, you may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated.

Thanks for contacting Thumbtack Support. Always rooting for your success - have a great week ahead and stay safe!",fix free promotion not working,knowledge_gap,explicit_human_request,medium,"Maven couldn't diagnose or apply the malfunctioning promotion, requiring human help.",,OK
48.0,2026-05-14 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/9c5e624c-418c-443f-8ae5-a372068bc901,9c5e624c-418c-443f-8ae5-a372068bc901,NEUTRAL,17.0,The customer reported that their Thumbtack account was not working and requested to speak with a support agent.,"The agent provided troubleshooting steps for the Thumbtack app, but the customer insisted on speaking to someone. After obtaining the customer's email, the agent connected them to a support agent who informed the customer about system-wide downtime affecting their account.",Escalated,"User: Hello
User: My thumbtack is not working
User: I want to speck with someone
User: I need someone
User: Not working
User: Hello
User: Being scammed
User: Polly signo ************ 

Joeystergo@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: f8f5947a-0bee-4ee0-9e4c-102e1b7e57ef
[...middle omitted...]
User: No rush here. It looks like you are away. I'm here to help whenever you are ready!
User: totally okay! Please don't hesitate to circle back if you still need help and we can pick up from where we left off. 

You can also visit our help center for more information about Thumbtack at https://help.thumbtack.com/

You may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated!


Thank you for partnering with us here at Thumbtack! Have a great day ahead!","resolve broken account, suspected scam",missing_tool,emotional_distress,medium,A system-wide outage caused the issue; Maven could neither fix nor explain it.,,OK
49.0,2026-06-02 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/acc55a53-8628-45f4-96df-723857f46129,acc55a53-8628-45f4-96df-723857f46129,NEUTRAL,12.0,Customer requests a refund for a lead due to a location mistake. Provides details and screenshots.,"Agent asks for more details, escalates the case to support, and provides guidance on appealing the refund decision.",Escalated,"User: Im requesting a refund for lead Robert Rodriguez
User: On 5/28/26 I received a lead his name is Robert Rodriguez who made a mistake and mentioned that the job request was for Indio Ca but when I replied he mentioned me he made a mistake and the job was in Apple Valley which is out of my target area. I submitted a request for a refund but it was declined I guess because they want to see the lead's phone number so I m sending you guys here a 
[...middle omitted...]

For even more helpful resources and self-help options, feel free to explore our main help center: https://help.thumbtack.com/.

Thank you again for contacting us today and being the best part of Thumbtack. By the way, you may receive a short email (or text) survey about our chat today. Your feedback would be greatly appreciated! Always rooting for your success - Have a great week ahead and stay safe!",refund lead due to customer location mistake,missing_authority,evidence_ignored,high,Overturning a denied refund with evidence requires human review Maven cannot adjudicate.,,OK
50.0,2026-05-11 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/3bd1be79-af79-4676-b392-4a8e2523062a,3bd1be79-af79-4676-b392-4a8e2523062a,NEUTRAL,16.0,The customer requested a refund to their card for a recent transaction.,"The agent provided information on how to process a refund, requested the customer's email, escalated the issue to another support agent, and confirmed the refund details with the customer. The refund was processed successfully.",Escalated,"User: Hello , i am looking to issue payment back to my card for recent refund
User: Yes
User: Dshaunlew@gmail.com
User: Dshaunlew@gmail.com
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 7dd36771-0e47-494f-806b-af7f879bbe43
[...middle omitted...]
User: In the meantime, is there anything else that I can help today/
User: Not today thanks for that tip
User: You are most welcome. I am really glad I am able to assist you today! Before we wrap up, you may receive a short email or text survey about our chat today. Your feed back would be greatly appreciated of how I was able to help you today! I would really appreciate it! Thank you for partnering with us here at Thumbtack! Have a great day ahead!",send refund back to original card,process_gap,process_required,high,Refund to original payment method requires manual human processing Maven cannot do.,,OK
51.0,2026-06-07 00:00:00,Commercial Ops,pro,https://app.mavenagi.com/urls/thumbtack/support/c/private-thumbtack-sms/215fb25d-4967-44bd-ac93-73b0838c6625,215fb25d-4967-44bd-ac93-73b0838c6625,NEGATIVE,17.0,The customer requested to reactivate their account and expressed frustration over being locked out despite making a payment. They also raised concerns about being charged for leads they couldn't access.,"The agent acknowledged the customer's frustration, requested clarification on the issue, and submitted a reactivation request. The agent escalated the customer's concerns multiple times regarding account access and payment issues, informing the customer that the support team would review the case during their operating hours.",Escalated,"User: i’m getting tired of dealing with your administrative errors. I am a five star professional and wasn’t happy with your refund policy on that customer from last year. I recently opened up my dashboard because you sent me a freaking lead on my email. I paid it off and you still won’t open the goddamn profile. I’m sick and tired of dealing with unprofessional at the office and I’m going to report you to corporate and a better Better Business B
[...middle omitted...]
User: my account was not activated today    i'm tired of this bull shit
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 99a93e69-4ee2-42fc-8bd1-c22bcdf413a1
User: I just received an email at the end of the day saying that my account was active, but it's not this is what I'm talking about complete incompetence
User: HANDOFF_SYSTEM_MESSAGE: handoff_succeeded to genesys

- **providerConversationId**: 99a93e69-4ee2-42fc-8bd1-c22bcdf413a1",reactivate account after paying balance,missing_tool,emotional_distress,high,Account stuck locked after payment requires human/engineering fix Maven cannot perform.,,OK
